"country","year","piracy","log_population","log_plankton","log_fishcaught","log_rain","log_GDP","latitutde","longitude","continent"
590,2004,0,14.0252733230591,2.58424139022827,6.18620872497559,7.4345760345459,8.57193946838379,-20.17,57.51,"africa"
590,2005,0,14.033242225647,2.75155019760132,6.28413438796997,7.54039764404297,8.5492992401123,-20.17,57.51,"africa"
590,2006,0,14.040810585022,2.81067371368408,5.85793304443359,7.47603702545166,8.57815647125244,-20.17,57.51,"africa"
590,2007,0,14.0469417572021,2.5895676612854,6.1441855430603,7.42208766937256,8.71740531921387,-20.17,57.51,"africa"
590,2008,0,14.0533971786499,2.47043085098267,6.22653675079346,7.52267932891846,8.92392539978027,-20.17,57.51,"africa"
590,2009,0,14.058482170105,2.44350028038025,6.39526176452637,7.46166706085205,8.82930564880371,-20.17,57.51,"africa"
600,2004,0,17.2118911743164,5.32117652893066,13.5399255752563,5.72144651412964,7.54596042633057,35.79,-5.81,"africa"
600,2005,1,17.2208805084229,5.28487396240234,13.5213947296143,5.36024808883667,7.57993650436401,35.79,-5.81,"africa"
600,2006,0,17.2297916412354,5.25310325622559,13.3857574462891,5.74266910552979,7.66761350631714,35.79,-5.81,"africa"
600,2007,1,17.2387008666992,5.33937120437622,13.405198097229,5.46339130401611,7.79386711120605,35.79,-5.81,"africa"
600,2008,1,17.2480506896973,5.22463607788086,13.5845708847046,5.85690975189209,7.95073080062866,35.79,-5.81,"africa"
600,2009,0,17.2583789825439,5.22298955917358,13.7273969650269,5.97071266174316,7.96334600448608,35.79,-5.81,"africa"
615,2004,0,17.3259010314941,3.96885752677917,11.4780855178833,4.94201803207397,7.87627458572388,36.87,6.9,"africa"
615,2005,0,17.3407211303711,3.95741987228394,11.5568752288818,4.64832067489624,8.05128574371338,36.87,6.9,"africa"
615,2006,0,17.3566780090332,3.99967551231384,11.6674900054932,4.59131717681885,8.16339874267578,36.87,6.9,"africa"
615,2007,0,17.3736267089844,4.08414030075073,11.5253582000732,4.59066009521484,8.29071140289307,36.87,6.9,"africa"
615,2008,0,17.3913726806641,3.94806623458862,11.2841911315918,4.63134622573853,8.51473712921143,36.87,6.9,"africa"
615,2009,0,17.4096202850342,4.08483028411865,11.3480033874512,4.75046300888062,8.28197383880615,36.87,6.9,"africa"
616,2004,0,16.1113128662109,4.63797807693481,10.7873373031616,6.00740098953247,8.06384754180908,36.77,10.28,"africa"
616,2005,0,16.1209907531738,4.60689830780029,10.8419704437256,5.55879402160645,8.08820343017578,36.77,10.28,"africa"
616,2006,0,16.1308040618896,4.66662549972534,10.8940134048462,5.6493034362793,8.14076614379883,36.77,10.28,"africa"
616,2007,0,16.1403560638428,4.5267186164856,10.8089799880981,5.65547513961792,8.25346660614014,36.77,10.28,"africa"
616,2008,0,16.1504554748535,4.52334451675415,10.8147859573364,5.25480222702026,8.38328838348389,36.77,10.28,"africa"
616,2009,0,16.1611175537109,4.46268701553345,10.7929410934448,5.77229785919189,8.3427267074585,36.77,10.28,"africa"
620,2004,0,15.5215301513672,3.70018482208252,9.76995658874512,4.1410493850708,8.68094444274902,32.87,13.18,"africa"
